event_id,dataset,label,kcore_score,centralization_score,virality_score,community_score,hps_score,spectral_score,casdi_score,casdi_v2_score
265953285247209472,twitter15,1,0.17777777777777778,0.004342618243963181,0.36363636363636365,0.2726863397568366,0.49999999985573046,0.7612515331923507,0.6664713256611117,2.253982077014756
273182568298450945,twitter15,1,0.14102564102564102,0.0042806020184719,0.3548387096774193,0.24844169115330614,0.49999999985573046,0.7800747643294174,0.5062211549879979,1.741988873332517
273278761909239808,twitter15,1,0.19444444444444445,0.004223084622253995,0.3684210526315789,0.2841658195918906,0.49999999985573046,0.7519342857285007,0.7380559386526981,2.5152072177530247
295152287901417472,twitter15,1,0.23809523809523808,0.0034620147696720273,0.3846153846153846,0.3159022853596205,0.49999999985573046,0.7235273657633653,0.9291401324308619,3.322273141092121
295944137948151809,twitter15,1,0.00544165426289592,0.00025373107365873123,0.3340122199592668,0.20474204958047473,0.49999999985573046,0.315865908670731,0.9751656741276525,0.9292029355962923
318263294098030593,twitter15,1,0.00830821547260221,0.00036508991128185686,0.3344262295081967,0.22139732391083455,0.49999999985573046,0.3114722659261138,0.6246450163553812,0.7719108469719252
319166636902998016,twitter15,1,0.039777983348751156,0.001585062332224574,0.33884297520661155,0.2338020287691949,0.49999999985573046,0.8276502948233203,0.10159285370235789,0.7221068022394828
326137285450018817,twitter15,1,0.014394242303078768,0.0004957248709284147,0.33568904593639576,0.28551391660606495,0.49999999985573046,0.8444252258304208,0.22467129704571592,0.6284361152963482
334722003057647616,twitter15,1,0.03492063492063492,0.00016085121885511935,0.35714285714285715,0.5265121623626122,0.49999999985573046,0.7748830981535804,-0.18363804531534764,1.1010784771919586
336873759271157760,twitter15,1,0.033816425120772944,0.0006495464061976198,0.3421052631578947,0.39288471529568697,0.49999999985573046,0.8150365347373228,-0.09421168318500334,0.7313727408057322
336913656921083904,twitter15,1,0.10909090909090909,0.00011893975085524427,0.4285714285714286,0.5101429209022105,0.49999999985573046,0.662379255228744,0.5807382189834778,3.7114331327257704
348203818741272576,twitter15,1,0.1282051282051282,0.0026483354090375212,0.36,0.32823415222748703,0.49999999985573046,0.7687228274753224,0.34394270986787556,1.8213522428348545
348204426659508226,twitter15,1,0.049206349206349205,0.0015859109021355493,0.3414634146341463,0.28354571207285884,0.49999999985573046,0.8173042922436909,0.04797004907151102,0.8156737826066699
348209998565879810,twitter15,1,0.10606060606060606,0.00032579952633100085,0.4,0.49194101640215315,0.49999999985573046,0.6998094961258174,0.34854203125860117,2.8477449518473614
351767344097398785,twitter15,1,0.06060606060606061,0.0004078700950010511,0.36363636363636365,0.48704227434095776,0.49999999985573046,0.7612515331923507,-0.050749823144011885,1.4647208477696312
352075672543428608,twitter15,1,0.15555555555555556,0.0020265422867697842,0.37499999999999994,0.37359446375105826,0.49999999985573046,0.7398850961971805,0.46726755476377757,2.4598289048887403
356268980211687424,twitter15,1,0.049786628733997154,0.0020293617375983543,0.33999999999999997,0.22215301841603582,0.49999999985573046,0.8228320519631249,0.1263759966562423,0.7929462452112039
356297080169447425,twitter15,1,0.02608695652173913,0.0009818902067218781,0.3372093023255814,0.2564942421159208,0.49999999985573046,0.8354383566074918,0.1096228734506563,0.644813717339561
356310469390245888,twitter15,1,0.10294117647058823,0.0028161459191042835,0.3513513513513513,0.2909134170520266,0.49999999985573046,0.7884023435532393,0.25402172125111583,1.4007145357799649
356407105953071107,twitter15,1,0.059770114942528735,0.0019744476147279086,0.3428571428571428,0.2720713495851715,0.49999999985573046,0.8124808469707095,0.08967539316964376,0.907894286677776
356437941641416705,twitter15,1,0.05396825396825397,0.002386920992473283,0.33999999999999997,0.1959887577306243,0.49999999985573046,0.8228320519631249,0.1700661274382758,0.8160013344546805
357299879070023680,twitter15,1,0.10833333333333334,0.0028111437527324145,0.35294117647058826,0.29857898097610097,0.49999999985573046,0.784527693264339,0.27221031268290685,1.4815535280735652
357300409292959744,twitter15,1,0.053763440860215055,0.001342940413183563,0.3442622950819672,0.33574498863510455,0.49999999985573046,0.8079533859316044,-0.0011148400867052504,0.903520022585535
358591089462099968,twitter15,1,0.19047619047619047,0.0004615751960361795,0.4285714285714286,0.4437951896616839,0.49999999985573046,0.662379255228744,0.879717331348136,4.31591606894181
364383457545162754,twitter15,1,0.08496732026143791,0.0012870652410395165,0.35714285714285715,0.3970270718738489,0.49999999985573046,0.7748830981535804,0.07650466934177316,1.4512422431483363
364589696573124609,twitter15,1,0.14102564102564102,0.0042806020184719,0.3548387096774193,0.24844169115330614,0.49999999985573046,0.7800747643294174,0.5062211549879979,1.741988873332517
365052155385749505,twitter15,1,0.08771929824561403,0.002017145802841015,0.3513513513513513,0.332440860337529,0.49999999985573046,0.7884023435532393,0.13686173302711954,1.3049574539324933
365056836476481537,twitter15,1,0.19444444444444445,0.004223084622253995,0.3684210526315789,0.2841658195918906,0.49999999985573046,0.7519342857285007,0.7380559386526981,2.5152072177530247
365276206381268995,twitter15,1,0.06837606837606838,0.0024723108191028994,0.34328358208955223,0.2449432065321496,0.49999999985573046,0.8110747800276098,0.1535337788297074,0.9684737167745383
365497016098369536,twitter15,1,0.11538461538461539,0.0014012233267263199,0.3684210526315789,0.4043067674731197,0.49999999985573046,0.7519342857285007,0.24020996499324745,1.9865957763705797
366025766183514112,twitter15,1,0.046153846153846156,0.0017399240197733853,0.33999999999999997,0.24563580927005835,0.49999999985573046,0.8228320519631249,0.09018612966692058,0.7724182445659804
366205297557110784,twitter15,1,0.13186813186813187,0.004196404232900032,0.35294117647058826,0.24261076151637018,0.49999999985573046,0.784527693264339,0.4658455763415614,1.6260757080550703
369506008172740608,twitter15,1,0.04836415362731152,0.0017870031904254954,0.3404255319148936,0.24981597372275935,0.49999999985573046,0.8211672761779379,0.08827391718739411,0.7919365011463239
370855596050108416,twitter15,1,0.10989010989010989,0.0015825628182177189,0.36363636363636365,0.3886805212336781,0.49999999985573046,0.7612515331923507,0.21089853172655507,1.8080032588713701
372489152903643136,twitter15,1,0.2,0.0,0.5,0.4659694557345766,0.49999999985573046,0.0,1.4110124129093093,6.458023034387916
372901260183494656,twitter15,1,0.08187134502923976,0.001371189609709161,0.3548387096774193,0.38557946438174445,0.49999999985573046,0.7800747643294174,0.06722172322377996,1.3652584775252954
372914976102834176,twitter15,1,0.11666666666666667,0.003996318468574139,0.35,0.23310328874731098,0.49999999985573046,0.7918144210914514,0.39895376037365127,1.4429099535696335
376874273601630208,twitter15,1,0.012588596212842484,0.00040568438276692776,0.3355263157894737,0.3027689623604907,0.49999999985573046,0.845549216237058,0.2441292314199372,0.629546934314469
376982539132366848,twitter15,1,0.008888114325548972,8.276992926132961e-05,0.3375,0.49693129353559984,0.49999999985573046,0.8339440397601638,-0.04594777799505986,0.531936459918351
377002232257855488,twitter15,1,0.024132730015082957,0.00011638704696905771,0.35,0.5322890869457919,0.49999999985573046,0.7918144210914516,-0.23183300617427777,0.8377954320388151
377519445578895360,twitter15,1,0.23809523809523808,0.0034620147696720273,0.3846153846153846,0.3159022853596205,0.49999999985573046,0.7235273657633653,0.9291401324308619,3.322273141092121
380055172896272384,twitter15,1,0.036544850498338874,0.000731601405314263,0.3424657534246575,0.3847042152736952,0.49999999985573046,0.8137984337042109,-0.08472863413916994,0.755754518903227
380140114552188928,twitter15,1,0.050724637681159424,0.00014661938800157183,0.37499999999999994,0.5333063955986957,0.49999999985573046,0.7398850961971805,-0.03771896052824836,1.7150740702327738
386682163862986752,twitter15,1,0.09558823529411764,0.0019141746352917455,0.3548387096774193,0.3513471761447924,0.49999999985573046,0.7800747643294174,0.15804719538978096,1.4557156172166053
386998038004113409,twitter15,1,0.03346938775510204,0.0008909439427955907,0.33999999999999997,0.33412686949940024,0.49999999985573046,0.8228320519631249,-0.022707340928610528,0.6969358450395263
387006553124896768,twitter15,1,0.034574468085106384,0.0008867527430380077,0.3404255319148936,0.341038315793237,0.49999999985573046,0.8211672761779379,-0.032564365891648045,0.7093426320842897
387006700609228801,twitter15,1,0.1282051282051282,0.002648335409037521,0.36,0.32823415222748703,0.49999999985573046,0.7687228274753224,0.34394270986787556,1.8213522428348545
